,lien,type de bien,nb de pièces,taille,carrez,prix,nom_ville,code_postal,nom_x,code_insee,code,nom_y,geometry,prix/m²
4857,https://www.paruvendu.fr/immobilier/vente/appartement/t1/1262896869A1KIVHAP000,Appartement,1,15,False,179500,Paris,75018,Paris,75118,75118,Paris 18e  Arrondissement,"POLYGON ((2.3646776664012 48.884291351874, 2.3495508401232 48.883620167912, 2.3379555061118 48.882249883375, 2.3271206970663 48.883485416617, 2.3260974369951 48.889111262565, 2.3299805220467 48.901163282127, 2.3518739447639 48.901522076927, 2.365846786 48.901609465126, 2.3702905140491 48.901653595285, 2.3698082422377 48.893376450644, 2.3646776664012 48.884291351874))",11966.7
4858,https://www.paruvendu.fr/immobilier/vente/maison/maison-ancienne/1262562855A1KIVHMN000,Maison,5,140,False,449000,Méry-sur-Oise,95540,Méry-sur-Oise,95394,95394,Méry-sur-Oise,"POLYGON ((2.2026831224305 49.06502037805, 2.2040616806541 49.061059578729, 2.1980573119314 49.051685060931, 2.174821048459 49.045109141978, 2.1738851591801 49.038764141563, 2.1683044671307 49.031611882704, 2.1557696084834 49.036311881431, 2.1562244094132 49.042746294224, 2.150476609573 49.047682933902, 2.1523590956592 49.059568470341, 2.1415710915795 49.06645528969, 2.1681978916002 49.064212924666, 2.188906555776 49.072147776488, 2.2026831224305 49.06502037805))",3207.1
4859,https://www.paruvendu.fr/immobilier/vente/appartement/t1/1262896865A1KIVHAP000,Appartement,1,23,False,103500,Argenteuil,95100,Argenteuil,95018,95018,Argenteuil,"POLYGON ((2.2922772578552 48.951389058719, 2.2909694895753 48.950965864655, 2.2687285425666 48.946575058002, 2.2475913259381 48.93673190225, 2.231140371461 48.927732507513, 2.2211846194098 48.934715158112, 2.2060953569669 48.940654951382, 2.205861118488 48.949738062716, 2.204055266752 48.957105634655, 2.2097843514844 48.963456477366, 2.2257328909673 48.971025374495, 2.2488913822928 48.964772539184, 2.2622228190132 48.96245963703, 2.2746219582146 48.964139579874, 2.2884581275524 48.95897612829, 2.2922772578552 48.951389058719))",4500.0
4860,https://www.paruvendu.fr/immobilier/vente/appartement/t1/1262141691A1KIVHAP000,Appartement,1,33,False,274000,Clamart,92140,Clamart,92023,92023,Clamart,"POLYGON ((2.2288438793787 48.774465449016, 2.2265538842831 48.776101996393, 2.2266318840334 48.781582704918, 2.2352046131447 48.786143087334, 2.2367830737694 48.796128595014, 2.2410673431056 48.801927382124, 2.2521179650907 48.809106809788, 2.2518651077193 48.816386741829, 2.2725609364554 48.814399077465, 2.2781833296731 48.814248778193, 2.279911190584 48.810917949841, 2.27468571206 48.803802699513, 2.2721929313396 48.794125236405, 2.2717219005527 48.790518428571, 2.250617048338 48.78458401047, 2.2374555044661 48.776297097556, 2.2288438793787 48.774465449016))",8303.0
4861,https://www.paruvendu.fr/immobilier/vente/appartement/t4/1262288317A1KIVHAP000,Appartement,4,83,False,415000,Saint-Denis,93200,Saint-Denis,93066,93066,Saint-Denis,"POLYGON ((2.365846786 48.901609465126, 2.3518739447639 48.901522076927, 2.3513975496145 48.907678886149, 2.3393877120402 48.91973139809, 2.3328418223185 48.922921815838, 2.3417073254845 48.933984494238, 2.3383653744183 48.942611820677, 2.3458014172584 48.946529427823, 2.3520242920415 48.950483167658, 2.3714795650111 48.947334069673, 2.3840281980819 48.943635737466, 2.3985093447763 48.948086938857, 2.3776067423496 48.931730244069, 2.374736219567 48.923679239377, 2.3670748512368 48.920876378532, 2.365846786 48.901609465126))",5000.0
4862,https://www.paruvendu.fr/immobilier/vente/appartement/t1/1262035130A1KIVHAP000,Appartement,1,20,False,138000,Le Chesnay,78150,Le Chesnay,78158,78158,Chesnay,"POLYGON ((2.1126748696983 48.828504932281, 2.1205388932484 48.836024413214, 2.1261249102964 48.835046343009, 2.1458671766002 48.836895096745, 2.148481478956 48.828486428999, 2.1397286229429 48.823565233709, 2.136219503616 48.815775378782, 2.1284523482341 48.815463580105, 2.1141359635827 48.821083996171, 2.1126748696983 48.828504932281))",6900.0
4864,https://www.paruvendu.fr/immobilier/vente/appartement/t3/1261534011A1KIVHAP000,Appartement,3,64,False,495000,Asnières-sur-Seine,92600,Asnières-sur-Seine,92004,92004,Asnières-sur-Seine,"POLYGON ((2.2730393470107 48.933837649862, 2.2843703357838 48.930235818272, 2.2859480936706 48.922680314727, 2.3008304863433 48.914709405165, 2.3177488401014 48.920817897531, 2.3220153126855 48.918671199655, 2.3198186224138 48.915937453257, 2.3137528853936 48.914015216252, 2.2873947275247 48.903641514692, 2.2842744091473 48.902285620694, 2.2759875959395 48.906675754828, 2.2663940990819 48.906292729204, 2.276868225636 48.916249772776, 2.2733089177318 48.926851735489, 2.2730393470107 48.933837649862))",7734.4
4865,https://www.paruvendu.fr/immobilier/vente/appartement/t3/1262896861A1KIVHAP000,Appartement,3,51,False,385000,Clichy,92110,Clichy,92024,92024,Clichy,"POLYGON ((2.3198871747441 48.90045978209, 2.3037743623516 48.894153778949, 2.2873947275247 48.903641514692, 2.3137528853936 48.914015216252, 2.3198871747441 48.90045978209))",7549.0
4866,https://www.paruvendu.fr/immobilier/vente/maison/maison-de-ville/1262896860A1KIVHMN000,Maison,5,130,False,158000,Angerville,91670,Angerville,91016,91016,Angerville,"POLYGON ((2.0141695377833 48.337827011138, 2.0199845293334 48.338565398872, 2.0437858650259 48.333052721581, 2.0322812761 48.322078257782, 2.0292728914679 48.306111212161, 2.036469353376 48.296769872179, 2.0527138226636 48.295470353999, 2.0514628060972 48.290207315714, 2.0228447716486 48.288080340461, 2.007237571012 48.284688606385, 1.9940901445311 48.286584124472, 1.9752915866555 48.287202034779, 1.9745117813655 48.29290907218, 1.9666102219583 48.295582043441, 1.9619078745529 48.302845508834, 1.959225976988 48.308685064463, 1.9694413393402 48.314231718094, 1.9790717976199 48.313872470792, 1.9744919508382 48.323163720082, 1.9823432207772 48.328312555088, 1.986689876469 48.330951104008, 2.0141695377833 48.337827011138))",1215.4
4867,https://www.paruvendu.fr/immobilier/vente/appartement/a-vendre-en-exclusivite-paris-75-sevres-lecourbe/1262896851A1KIVHAP000,Appartement,2,38,False,425000,Paris,75015,Paris,75115,75115,Paris 15e  Arrondissement,"POLYGON ((2.2897782765961 48.858123113769, 2.3021915203793 48.850344748998, 2.3166281602877 48.846752387477, 2.3246635446251 48.843518038723, 2.3013154184885 48.825125760842, 2.2893937776751 48.828352646104, 2.2790519306533 48.832489952145, 2.2727931901868 48.827920084226, 2.2627915245265 48.833923373524, 2.2724846953815 48.843681568601, 2.2897782765961 48.858123113769))",11184.2
4868,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-t3-rueil-malmaison/1262896848A1KIVHAP000,Appartement,3,77,False,490000,Rueil-Malmaison,92500,Rueil-Malmaison,92063,92063,Rueil-Malmaison,"POLYGON ((2.1693486998328 48.895814931109, 2.1888907001829 48.885910447962, 2.2077596044291 48.874229260014, 2.211237554024 48.867935165388, 2.2035582947436 48.860628271362, 2.197861054676 48.85476232433, 2.1826126110062 48.851561694542, 2.159873072577 48.847719436355, 2.1543056853939 48.853048595931, 2.153758803524 48.864400185419, 2.1503913622101 48.870861640994, 2.15831848289 48.880606413153, 2.1693486998328 48.895814931109))",6363.6
4869,https://www.paruvendu.fr/immobilier/vente/appartement/3-pieces-avec-balcon/1262896843A1KIVHAP000,Appartement,3,60,False,225000,Drancy,93700,Drancy,93029,93029,Drancy,"POLYGON ((2.4422437738446 48.937217554914, 2.4549462075187 48.9377903786, 2.4607999403326 48.932877125716, 2.4625060951793 48.926270571549, 2.4690166572785 48.919109797335, 2.4742647762078 48.918429696058, 2.4752144326654 48.916405958245, 2.4537099258517 48.911620905964, 2.4369469730695 48.913047816467, 2.4134884566834 48.919257322391, 2.4220286669438 48.929630759749, 2.4444176188614 48.932677300361, 2.4422437738446 48.937217554914))",3750.0
4870,https://www.paruvendu.fr/immobilier/prestige/appartement/paris-75011-oberkampf-balcon-de-12m2-3p-70m2/1262896842A1KIVHAP000,Appartement,3,70,False,884000,Paris,75011,Paris,75111,75111,Paris 11e  Arrondissement,"POLYGON ((2.3770153520998 48.87192112928, 2.3943004420294 48.856491711482, 2.3991184448726 48.848094484736, 2.3690196371168 48.853221440745, 2.3684085721728 48.855737300049, 2.3638513390126 48.867431638281, 2.3770153520998 48.87192112928))",12628.6
4872,https://www.paruvendu.fr/immobilier/vente/maison/quincy-sous-senart-91480/1262896813A1KIVHMN000,Maison,7,160,False,419900,Quincy-sous-Sénart,91480,Quincy-sous-Sénart,91514,91514,Quincy-sous-Sénart,"POLYGON ((2.5431073302003 48.686765874152, 2.541114507009 48.680567157571, 2.5475678752629 48.671776941658, 2.5448201812671 48.67118451862, 2.5336146170614 48.657334981367, 2.5290141231899 48.660713369965, 2.5181575417026 48.660371345788, 2.5042417079223 48.671807033867, 2.5142537483543 48.674421663897, 2.5212857768004 48.681453438309, 2.5293504318707 48.678115206605, 2.5376735144797 48.685831970303, 2.5431073302003 48.686765874152))",2624.4
4875,https://www.paruvendu.fr/immobilier/vente/maison/maisse-91720/1262896808A1KIVHMN000,Maison,6,140,False,279000,Maisse,91720,Maisse,91359,91359,Maisse,"POLYGON ((2.3874507823845 48.411315504302, 2.4162892446966 48.415569760556, 2.4253903334818 48.412214324997, 2.4223518028677 48.406979629989, 2.4098502681772 48.398761540972, 2.4081469080923 48.386850135711, 2.3866801612511 48.381691907646, 2.3659470829291 48.378642586554, 2.3368633656505 48.377656605966, 2.3272143337032 48.378465948068, 2.3298451798556 48.389703763438, 2.3247472045914 48.401481559877, 2.3313280524935 48.407685328338, 2.3521237999659 48.412233502409, 2.3767139279467 48.409161507489, 2.3874507823845 48.411315504302))",1992.9
4882,https://www.paruvendu.fr/immobilier/vente/maison/milly-la-foret-91490/1262896807A1KIVHMN000,Maison,5,94,False,335000,Milly-la-Forêt,91490,Milly-la-Forêt,91405,91405,Milly-la-Forêt,"POLYGON ((2.4610940272963 48.424755075654, 2.4904240016638 48.426239572574, 2.5050239452346 48.429860436127, 2.5173091942595 48.427684397291, 2.5239007511796 48.41989747397, 2.5470571780791 48.401418991278, 2.5216189750667 48.404932194382, 2.5165368543474 48.399523422473, 2.5028806697968 48.392912777413, 2.4947090815999 48.395868780566, 2.482624887353 48.395570153778, 2.4738360322418 48.390387973612, 2.461749994751 48.398716989986, 2.4545456829494 48.396163153102, 2.452298823943 48.387489696986, 2.4442076763497 48.380213098709, 2.4369978390981 48.36915323559, 2.4278793224716 48.363317247052, 2.4141953125269 48.369530351644, 2.4096802923015 48.373947992878, 2.4081469080923 48.386850135711, 2.4098502681772 48.398761540972, 2.4223518028677 48.406979629989, 2.4253903334818 48.412214324997, 2.4162892446966 48.415569760556, 2.4239292441372 48.421237261683, 2.4374500020773 48.421451494479, 2.4502017138252 48.415856852208, 2.4615478294144 48.416743794756, 2.4610940272963 48.424755075654))",3563.8
4887,https://www.paruvendu.fr/immobilier/vente/maison/maisse-91720/1262896806A1KIVHMN000,Maison,5,94,False,335000,Maisse,91720,Maisse,91359,91359,Maisse,"POLYGON ((2.3874507823845 48.411315504302, 2.4162892446966 48.415569760556, 2.4253903334818 48.412214324997, 2.4223518028677 48.406979629989, 2.4098502681772 48.398761540972, 2.4081469080923 48.386850135711, 2.3866801612511 48.381691907646, 2.3659470829291 48.378642586554, 2.3368633656505 48.377656605966, 2.3272143337032 48.378465948068, 2.3298451798556 48.389703763438, 2.3247472045914 48.401481559877, 2.3313280524935 48.407685328338, 2.3521237999659 48.412233502409, 2.3767139279467 48.409161507489, 2.3874507823845 48.411315504302))",3563.8
4892,https://www.paruvendu.fr/immobilier/vente/maison/maison-en-colocation-proche-metro-13/1262896672A1KIVHMN000,Maison,6,117,False,449000,Saint-Denis,93200,Saint-Denis,93066,93066,Saint-Denis,"POLYGON ((2.365846786 48.901609465126, 2.3518739447639 48.901522076927, 2.3513975496145 48.907678886149, 2.3393877120402 48.91973139809, 2.3328418223185 48.922921815838, 2.3417073254845 48.933984494238, 2.3383653744183 48.942611820677, 2.3458014172584 48.946529427823, 2.3520242920415 48.950483167658, 2.3714795650111 48.947334069673, 2.3840281980819 48.943635737466, 2.3985093447763 48.948086938857, 2.3776067423496 48.931730244069, 2.374736219567 48.923679239377, 2.3670748512368 48.920876378532, 2.365846786 48.901609465126))",3837.6
4893,https://www.paruvendu.fr/immobilier/vente/maison/maison-6-pieces/1262896660A1KIVHMN000,Maison,6,132,False,535000,Herblay,95220,Herblay,95306,95306,Herblay,"POLYGON ((2.1663511306976 48.981474346514, 2.1549353971038 48.985726242203, 2.1274500504103 48.989051021331, 2.1207126382788 48.993300321431, 2.1266727971603 49.012207510523, 2.1209859138214 49.018101015013, 2.1160598435697 49.023162639608, 2.1223901350739 49.029340961563, 2.1286798554957 49.022869116849, 2.1383601357297 49.014159703606, 2.1547299691458 49.005244071538, 2.1607836036994 49.012532669875, 2.1820766554947 49.000735884398, 2.1936175278657 49.005746350851, 2.1926024579228 49.002195600234, 2.1739266358183 48.986562633472, 2.1663511306976 48.981474346514))",4053.0
4894,https://www.paruvendu.fr/immobilier/vente/appartement/special-investisseur-a-gagny-f4-lumineux-au-sein-d-une/1262896486A1KIVHAP000,Appartement,2,72,False,207000,Gagny,93220,Gagny,93032,93032,Gagny,"POLYGON ((2.5676272327109 48.865878881164, 2.5578993783152 48.867534976985, 2.5478244918649 48.872505678682, 2.5387902148983 48.870296644503, 2.5298465989693 48.874288123106, 2.5268019767574 48.881364565051, 2.5181957754075 48.891176823628, 2.532105690202 48.895233898225, 2.5384800964965 48.899758745432, 2.5465831943942 48.898893992779, 2.5495327882787 48.887160189031, 2.5594064582352 48.885336254164, 2.5702348571309 48.876463404921, 2.5676272327109 48.865878881164))",2875.0
4905,https://www.paruvendu.fr/immobilier/vente/maison/maison-familiale-4-chambres/1262896477A1KIVHMN000,Maison,5,113,False,372000,Yèbles,77390,Yèbles,77534,77534,Yèbles,"POLYGON ((2.7955864681477 48.657069259875, 2.8044334866264 48.652629873498, 2.7902207284642 48.648640773845, 2.791459791994 48.640884854063, 2.7846500642533 48.633370951135, 2.7897084255414 48.622429451791, 2.7804321169756 48.615938948493, 2.7742123451779 48.622777077466, 2.7681093739716 48.623405800124, 2.7561717144237 48.618530912919, 2.7476647648397 48.622852422252, 2.7478733802783 48.628555725172, 2.7388509124402 48.635099043628, 2.7441669745632 48.644495903946, 2.7406095314046 48.648559302955, 2.7459003664878 48.651476943918, 2.7542439206703 48.646839595839, 2.7652856804874 48.645227484622, 2.7746268748885 48.650346511866, 2.7801129017372 48.657381720795, 2.7865904802988 48.660046058348, 2.7955864681477 48.657069259875))",3292.0
4910,https://www.paruvendu.fr/immobilier/vente/appartement/appartement-coup-de-coeur-avec-jardin-privatif/1262896455A1KIVHAP000,Appartement,3,87,False,330000,Bois-le-Roi,77590,Bois-le-Roi,77037,77037,Bois-le-Roi,"POLYGON ((2.6746561448922 48.488382864547, 2.6818618765035 48.483821573768, 2.6980714044862 48.481345874375, 2.7221220816902 48.485989884381, 2.7448612080923 48.48707365111, 2.748818121222 48.486534224541, 2.7473721733868 48.483293472835, 2.731296830097 48.483163734897, 2.7189576943239 48.480259125328, 2.7114443309196 48.464654343433, 2.7000086945215 48.458450973203, 2.6703758754331 48.482080991721, 2.6735676272114 48.487147415307, 2.6746561448922 48.488382864547))",3793.1
4912,https://www.paruvendu.fr/immobilier/vente/appartement/exclusivite-grand-appartement-100m2-refait-a-neuf/1262896443A1KIVHAP000,Appartement,4,99,False,285000,Gonesse,95500,Gonesse,95277,95277,Gonesse,"POLYGON ((2.4857556238582 48.999333431466, 2.4839918568891 48.996522083893, 2.4959175364575 48.988544478289, 2.5018765918412 48.978534817722, 2.5005212403687 48.97528292774, 2.4960054328348 48.972719183153, 2.4673269472292 48.964338344645, 2.4594885661379 48.955049018342, 2.4560099122257 48.955771579179, 2.4520517759287 48.962592412843, 2.4367301469072 48.977959746342, 2.4322965994862 48.979760712264, 2.4205943524611 48.996286677111, 2.4165339707095 48.998499787887, 2.4251187010434 49.013986228226, 2.4432328053001 49.012646357289, 2.4446863165653 49.006345989349, 2.4573463692803 49.001997720206, 2.4670045646387 48.994452452348, 2.4798089512138 48.994999620935, 2.4834987603771 48.999247305498, 2.4857556238582 48.999333431466))",2878.8
4915,https://www.paruvendu.fr/immobilier/vente/propriete-chateau/rare-maison-145m2-evry-gregy-sur-yerre/1262896444A1KIVHPR000,Propriété/château,5,145,False,475000,Évry-Grégy-sur-Yerre,77166,Évry-Grégy-sur-Yerre,77175,77175,Évry-Grégy-sur-Yerre,"POLYGON ((2.6372002445201 48.623615998273, 2.6293993694642 48.625019505754, 2.6292025808169 48.63824252844, 2.6193984646931 48.64098747055, 2.6151582715048 48.646897940245, 2.6076823599679 48.646058618518, 2.6135287604713 48.651755328035, 2.6196204911847 48.651522170267, 2.6126375803428 48.663573495669, 2.5976604564217 48.666370746923, 2.6042862085903 48.672967214502, 2.6141693050518 48.672955533267, 2.6225862768943 48.680569523108, 2.6384242529858 48.682328488283, 2.6431466176367 48.665903043225, 2.6540293998818 48.670368647235, 2.6587354993028 48.652189287272, 2.6728307434684 48.655296966566, 2.6786221299145 48.651819116627, 2.6805669888987 48.640343223746, 2.6520576739679 48.634418425885, 2.6372002445201 48.623615998273))",3275.9
4917,https://www.paruvendu.fr/immobilier/vente/maison/maison-4-chambres-cave-et-grand-jardin/1262896432A1KIVHMN000,Maison,5,140,False,260000,Vaudoy-en-Brie,77141,Vaudoy-en-Brie,77486,77486,Vaudoy-en-Brie,"POLYGON ((3.0508755639167 48.662988531705, 3.0425251980067 48.670103911051, 3.0487019354784 48.68661654957, 3.0563834964177 48.687414579078, 3.0615775040052 48.694808198484, 3.0553122219268 48.70720650194, 3.0620542353304 48.722140973345, 3.0620030362467 48.728253493254, 3.0738122168164 48.72746157801, 3.0849961324641 48.729458951189, 3.0987680608621 48.732787000417, 3.1078875052284 48.732899628644, 3.1080977581411 48.713607624212, 3.1263402281879 48.705118794056, 3.1158067723215 48.696379686545, 3.1075418060781 48.693107133598, 3.1048047220091 48.687956608009, 3.1036066698033 48.667459815186, 3.0775119273835 48.671882532677, 3.0626938965868 48.663860786731, 3.0508755639167 48.662988531705))",1857.1
